Query_label	Target_label	ID	ProkkaNO	Percent_identity	align_length	mismatch	gap_opens	start_query	end_query	start_target	end_target	E_value	Bit score	seqname	start	end	strand	GTDBTax	MiDAS3_6Tax	MIdentity	MAlnLgth	SILVA138Tax	SIdentity	SAlnLgth	max_abund	Function
epsJ	Ejby_18-Q3-R6-50_BATAC.353_05326	Ejby_18-Q3-R6-50_BATAC.353	5326	24.645	211	145	6	8	214	6	206	8.86e-51	176	tig00013609-10-762500	55379	56299	-	d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__;s__	ESV3599.1470;tax=d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Haliangiaceae,g:Haliangium,s:midas_s_3599;	99.3	1471	JQ278833.1.1506 Bacteria;Myxococcota;Polyangia;Haliangiales;Haliangiaceae;Haliangium;uncultured Haliangium sp.	96.6	1508	0.17768571	SY
epsJ	Ejby_18-Q3-R6-50_BATAC.353_05964	Ejby_18-Q3-R6-50_BATAC.353	5964	23.288	219	140	9	2	205	5	210	4.03e-24	104	tig00031426-10-330520	6302	7057	+	d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__;s__	ESV3599.1470;tax=d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Haliangiaceae,g:Haliangium,s:midas_s_3599;	99.3	1471	JQ278833.1.1506 Bacteria;Myxococcota;Polyangia;Haliangiales;Haliangiaceae;Haliangium;uncultured Haliangium sp.	96.6	1508	0.17768571	SY
epsJ	Ejby_18-Q3-R6-50_MAXAC.009_03017	Ejby_18-Q3-R6-50_MAXAC.009	3017	23.913	92	64	2	5	96	15	100	1.21e-14	77.9	tig00214207-10-4343760	277295	278002	+	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__	ESV81.1451;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Burkholderiaceae,g:Leptothrix,s:midas_s_81;	100	1451	FPLP01003697.16.1524 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Leptothrix;metagenome	99.9	1509	NA	SY
epsJ	Ejby_18-Q3-R6-50_MAXAC.009_03280	Ejby_18-Q3-R6-50_MAXAC.009	3280	22.404	183	125	6	4	179	45	217	3.06e-22	100	tig00214212-10-3015860	117480	118325	+	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__	ESV81.1451;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Burkholderiaceae,g:Leptothrix,s:midas_s_81;	100	1451	FPLP01003697.16.1524 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Leptothrix;metagenome	99.9	1509	NA	SY
epsH	Ejby_18-Q3-R6-50_MAXAC.009_03996	Ejby_18-Q3-R6-50_MAXAC.009	3996	21.533	274	182	8	1	247	4	271	9.48e-39	145	tig00832072-10-4870970	308523	309521	-	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__	ESV81.1451;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Burkholderiaceae,g:Leptothrix,s:midas_s_81;	100	1451	FPLP01003697.16.1524 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Leptothrix;metagenome	99.9	1509	NA	SY
epsH	Ejby_18-Q3-R6-50_MAXAC.009_04011	Ejby_18-Q3-R6-50_MAXAC.009	4011	22.128	235	170	8	4	226	33	266	1.12e-28	119	tig00832072-10-4870970	322446	323492	-	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__	ESV81.1451;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Burkholderiaceae,g:Leptothrix,s:midas_s_81;	100	1451	FPLP01003697.16.1524 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Leptothrix;metagenome	99.9	1509	NA	SY
epsJ	Ejby_18-Q3-R6-50_MAXAC.009_04033	Ejby_18-Q3-R6-50_MAXAC.009	4033	21.429	252	184	6	4	252	6	246	5.61e-37	141	tig00832072-10-4870970	356054	357073	-	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__	ESV81.1451;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Burkholderiaceae,g:Leptothrix,s:midas_s_81;	100	1451	FPLP01003697.16.1524 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Leptothrix;metagenome	99.9	1509	NA	SY
epsJ	Ejby_18-Q3-R6-50_MAXAC.009_04147	Ejby_18-Q3-R6-50_MAXAC.009	4147	30	120	80	3	9	126	1	118	8.89e-33	124	tig00832072-10-4870970	480477	480920	+	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__	ESV81.1451;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Burkholderiaceae,g:Leptothrix,s:midas_s_81;	100	1451	FPLP01003697.16.1524 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Leptothrix;metagenome	99.9	1509	NA	SY
epsJ	Ejby_18-Q3-R6-50_MAXAC.009_04150	Ejby_18-Q3-R6-50_MAXAC.009	4150	24.49	245	182	2	8	251	2	244	6.63e-59	195	tig00832072-10-4870970	482365	483150	+	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__	ESV81.1451;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Burkholderiaceae,g:Leptothrix,s:midas_s_81;	100	1451	FPLP01003697.16.1524 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Leptothrix;metagenome	99.9	1509	NA	SY
epsH	Ejby_18-Q3-R6-50_MAXAC.023_00485	Ejby_18-Q3-R6-50_MAXAC.023	485	20.463	259	189	7	1	248	1	253	6.23e-26	110	tig00004309-10-1782560	162058	163002	+	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__;g__;s__	ESV108.1447;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:midas_f_108,g:midas_g_108,s:midas_s_108;	99.6	1448	FPLP01001942.21.1520 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;uncultured;metagenome	99.2	1500	NA	SY
epsJ	Ejby_18-Q3-R6-50_MAXAC.023_01341	Ejby_18-Q3-R6-50_MAXAC.023	1341	22.831	219	153	6	4	217	2	209	2.2e-31	125	tig00008675-10-1182490	53693	54664	-	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__;g__;s__	ESV108.1447;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:midas_f_108,g:midas_g_108,s:midas_s_108;	99.6	1448	FPLP01001942.21.1520 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;uncultured;metagenome	99.2	1500	NA	SY
epsJ	Ejby_18-Q3-R6-50_MAXAC.023_01759	Ejby_18-Q3-R6-50_MAXAC.023	1759	22.368	152	107	7	1	150	1	143	2.37e-28	112	tig00010051-10-451170	10486	10917	+	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__;g__;s__	ESV108.1447;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:midas_f_108,g:midas_g_108,s:midas_s_108;	99.6	1448	FPLP01001942.21.1520 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;uncultured;metagenome	99.2	1500	NA	SY
epsH	Ejby_18-Q3-R6-50_MAXAC.047_01510	Ejby_18-Q3-R6-50_MAXAC.047	1510	20.755	106	78	3	4	103	39	144	8.8e-11	65.2	tig00000919-10-6353090	343243	343677	+	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	ESV37.1440;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:Saprospiraceae,g:Ca_Epiflobacter,s:midas_s_37;	99.4	1440	FPLP01007689.5.1503 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;metagenome	99.2	1499	NA	SY
epsH	Ejby_18-Q3-R6-50_MAXAC.047_03709	Ejby_18-Q3-R6-50_MAXAC.047	3709	20.909	110	83	2	6	111	7	116	6.82e-12	67.5	tig00836884-10-903480	9270	9629	-	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	ESV37.1440;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:Saprospiraceae,g:Ca_Epiflobacter,s:midas_s_37;	99.4	1440	FPLP01007689.5.1503 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;metagenome	99.2	1499	NA	SY
epsH	Ejby_18-Q3-R6-50_MAXAC.157_00556	Ejby_18-Q3-R6-50_MAXAC.157	556	22.535	71	53	2	2	71	69	138	1.21e-08	59.1	tig00000336-10-9855790	536668	537135	+	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__	ESV154.1451;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae,g:Ferruginibacter,s:midas_s_83;	98.8	1451	JX521096.1.1501 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Ferruginibacter;uncultured bacterium	97.5	1501	NA	SY
epsH	Ejby_18-Q3-R6-50_MAXAC.157_02421	Ejby_18-Q3-R6-50_MAXAC.157	2421	20.732	82	57	3	163	241	13	89	8.45e-05	47.2	tig00000655-10-7396840	529760	530122	-	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__	ESV154.1451;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae,g:Ferruginibacter,s:midas_s_83;	98.8	1451	JX521096.1.1501 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Ferruginibacter;uncultured bacterium	97.5	1501	NA	SY
epsH	Ejby_18-Q3-R6-50_MAXAC.157_02422	Ejby_18-Q3-R6-50_MAXAC.157	2422	27.778	162	111	3	5	160	19	180	1.47e-34	130	tig00000655-10-7396840	530089	530640	-	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__	ESV154.1451;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae,g:Ferruginibacter,s:midas_s_83;	98.8	1451	JX521096.1.1501 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Ferruginibacter;uncultured bacterium	97.5	1501	NA	SY
epsJ	Ejby_18-Q3-R6-50_MAXAC.161_00566	Ejby_18-Q3-R6-50_MAXAC.161	566	21.807	321	217	10	4	304	2	308	3.69e-50	174	tig00001478-10-3760050	128449	129390	-	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__	ESV1171.1446;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Flavobacteriales,f:NS9_marine_group,g:midas_g_843,s:midas_s_1171;	84.6	1446	KC551764.1.1483 Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;NS9 marine group;uncultured bacterium	81.9	1484	NA	SY
epsJ	Ejby_18-Q3-R6-50_MAXAC.161_00572	Ejby_18-Q3-R6-50_MAXAC.161	572	22.013	318	222	7	4	319	2	295	1.06e-58	197	tig00001478-10-3760050	134282	135280	-	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__	ESV1171.1446;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Flavobacteriales,f:NS9_marine_group,g:midas_g_843,s:midas_s_1171;	84.6	1446	KC551764.1.1483 Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;NS9 marine group;uncultured bacterium	81.9	1484	NA	SY
epsJ	Ejby_18-Q3-R6-50_MAXAC.161_00573	Ejby_18-Q3-R6-50_MAXAC.161	573	20.851	235	163	7	2	230	4	221	5.47e-44	159	tig00001478-10-3760050	135277	136287	-	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__	ESV1171.1446;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Flavobacteriales,f:NS9_marine_group,g:midas_g_843,s:midas_s_1171;	84.6	1446	KC551764.1.1483 Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;NS9 marine group;uncultured bacterium	81.9	1484	NA	SY
epsJ	Ejby_18-Q3-R6-50_MAXAC.161_00585	Ejby_18-Q3-R6-50_MAXAC.161	585	22.064	281	181	15	3	263	10	272	2.19e-29	121	tig00001478-10-3760050	143003	144112	-	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__	ESV1171.1446;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Flavobacteriales,f:NS9_marine_group,g:midas_g_843,s:midas_s_1171;	84.6	1446	KC551764.1.1483 Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;NS9 marine group;uncultured bacterium	81.9	1484	NA	SY
epsJ	Ejby_18-Q3-R6-50_MAXAC.161_01639	Ejby_18-Q3-R6-50_MAXAC.161	1639	20.408	245	187	6	2	244	1	239	6.71e-50	174	tig00002836-10-2760890	101197	102192	-	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__	ESV1171.1446;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Flavobacteriales,f:NS9_marine_group,g:midas_g_843,s:midas_s_1171;	84.6	1446	KC551764.1.1483 Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;NS9 marine group;uncultured bacterium	81.9	1484	NA	SY
epsH	Ejby_18-Q3-R6-50_MAXAC.161_03301	Ejby_18-Q3-R6-50_MAXAC.161	3301	24.201	219	155	6	6	223	2	210	5.5e-46	162	tig00018008-10-454540	9033	9839	+	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__	ESV1171.1446;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Flavobacteriales,f:NS9_marine_group,g:midas_g_843,s:midas_s_1171;	84.6	1446	KC551764.1.1483 Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;NS9 marine group;uncultured bacterium	81.9	1484	NA	SY
epsJ	Ejby_18-Q3-R6-50_MAXAC.161_04115	Ejby_18-Q3-R6-50_MAXAC.161	4115	23.904	251	167	9	3	250	19	248	1.63e-56	190	tig00832088-10-5231200	477861	478688	-	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__	ESV1171.1446;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Flavobacteriales,f:NS9_marine_group,g:midas_g_843,s:midas_s_1171;	84.6	1446	KC551764.1.1483 Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;NS9 marine group;uncultured bacterium	81.9	1484	NA	SY
epsJ	Ejby_18-Q3-R6-50_MAXAC.192_01360	Ejby_18-Q3-R6-50_MAXAC.192	1360	22.17	212	136	8	5	207	7	198	6.01e-28	114	tig00000024-10-25242610	1615219	1615956	-	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__F11;f__FEN-1173;g__;s__	ESV595.1458;tax=d:Bacteria,p:Elusimicrobia,c:Elusimicrobia,o:MVP-88,f:midas_f_595,g:midas_g_595,s:midas_s_595;	100	1458	FPLP01009312.6.1482 Bacteria;Elusimicrobiota;Elusimicrobia;MVP-88;metagenome	99.7	1477	0.98028576	SY
epsJ	Ejby_18-Q3-R6-50_MAXAC.193_02110	Ejby_18-Q3-R6-50_MAXAC.193	2110	26.293	232	159	6	3	227	5	231	1.38e-51	178	tig00001348-10-4699020	290974	291945	-	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__Competibacter;s__	ESV601.1456;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Competibacterales,f:Competibacteraceae,g:Ca_Competibacter,s:midas_s_601;	99.8	1456	HQ158634.1.1495 Bacteria;Proteobacteria;Gammaproteobacteria;Competibacterales;Competibacteraceae;Candidatus Competibacter;uncultured bacterium	97.5	1496	NA	SY
epsJ	Ejby_18-Q3-R6-50_MAXAC.193_02357	Ejby_18-Q3-R6-50_MAXAC.193	2357	22.12	217	153	8	3	217	498	700	1.32e-42	163	tig00004407-10-1900160	60180	63257	-	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__Competibacter;s__	ESV601.1456;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Competibacterales,f:Competibacteraceae,g:Ca_Competibacter,s:midas_s_601;	99.8	1456	HQ158634.1.1495 Bacteria;Proteobacteria;Gammaproteobacteria;Competibacterales;Competibacteraceae;Candidatus Competibacter;uncultured bacterium	97.5	1496	NA	SY
epsJ	Ejby_18-Q3-R6-50_MAXAC.193_03369	Ejby_18-Q3-R6-50_MAXAC.193	3369	23.51	302	206	9	2	302	3	280	1.57e-60	201	tig00832049-10-4774170	12954	13862	+	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__Competibacter;s__	ESV601.1456;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Competibacterales,f:Competibacteraceae,g:Ca_Competibacter,s:midas_s_601;	99.8	1456	HQ158634.1.1495 Bacteria;Proteobacteria;Gammaproteobacteria;Competibacterales;Competibacteraceae;Candidatus Competibacter;uncultured bacterium	97.5	1496	NA	SY
epsJ	Ejby_18-Q3-R6-50_MAXAC.200_cln_01427	Ejby_18-Q3-R6-50_MAXAC.200_cln	1427	21.134	194	130	8	3	177	48	237	3.04e-17	88.3	tig00000001-10-20604490	1477517	1478878	-	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__;g__;s__	ESV9154.1410;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:midas_f_2010,g:midas_g_4554,s:midas_s_4554;	100	1410	JN417544.1.1480 Bacteria;Proteobacteria;Alphaproteobacteria;uncultured;uncultured soil bacterium	91	1482	1.1967524	SY
epsJ	Ejby_18-Q3-R6-50_MAXAC.201_00702	Ejby_18-Q3-R6-50_MAXAC.201	702	28.899	218	136	6	3	218	10	210	2.73e-51	174	tig00000137-10-16876300	871461	872105	+	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__UBA2359;g__;s__	ESV1223.1447;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:37-13,g:midas_g_1223,s:midas_s_1223;	99.9	1447	JF828737.1.1489 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;37-13;uncultured bacterium	98.7	1489	1.5930587	SY
epsJ	Ejby_18-Q3-R6-50_MAXAC.240_00452	Ejby_18-Q3-R6-50_MAXAC.240	452	24.051	79	53	2	2	80	4	75	3.97e-13	70	tig00000970-10-5713050	547894	548157	+	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	ESV896.1444;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:Saprospiraceae,g:midas_g_896,s:midas_s_896;	97.4	1445	FPLP01011198.27.1515 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;metagenome	78.9	1491	0.1027091	SY
epsJ	Ejby_18-Q3-R6-50_MAXAC.240_00751	Ejby_18-Q3-R6-50_MAXAC.240	751	20.147	273	196	9	2	259	3	268	4.9e-37	140	tig00001494-10-4517300	327203	328123	+	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	ESV896.1444;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:Saprospiraceae,g:midas_g_896,s:midas_s_896;	97.4	1445	FPLP01011198.27.1515 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;metagenome	78.9	1491	0.1027091	SY
epsH	Ejby_18-Q3-R6-50_MAXAC.240_00960	Ejby_18-Q3-R6-50_MAXAC.240	960	20.886	158	105	4	6	163	2	139	9.95e-14	75	tig00001500-10-3852420	116653	117294	-	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	ESV896.1444;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:Saprospiraceae,g:midas_g_896,s:midas_s_896;	97.4	1445	FPLP01011198.27.1515 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;metagenome	78.9	1491	0.1027091	SY
epsJ	Ejby_18-Q3-R6-50_MAXAC.240_01324	Ejby_18-Q3-R6-50_MAXAC.240	1324	20.661	242	173	5	4	243	2	226	1.97e-38	144	tig00001722-10-4146250	72789	73781	+	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	ESV896.1444;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:Saprospiraceae,g:midas_g_896,s:midas_s_896;	97.4	1445	FPLP01011198.27.1515 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;metagenome	78.9	1491	0.1027091	SY
epsJ	Ejby_18-Q3-R6-50_MAXAC.240_01669	Ejby_18-Q3-R6-50_MAXAC.240	1669	23.288	73	52	2	3	73	49	119	2.3e-09	60.3	tig00001808-10-4361660	33482	33841	-	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	ESV896.1444;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:Saprospiraceae,g:midas_g_896,s:midas_s_896;	97.4	1445	FPLP01011198.27.1515 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;metagenome	78.9	1491	0.1027091	SY
epsJ	Ejby_18-Q3-R6-50_MAXAC.240_02447	Ejby_18-Q3-R6-50_MAXAC.240	2447	21.348	267	173	10	1	264	1	233	2.47e-22	99.1	tig00003228-10-2833810	179736	180437	+	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	ESV896.1444;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales,f:Saprospiraceae,g:midas_g_896,s:midas_s_896;	97.4	1445	FPLP01011198.27.1515 Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;metagenome	78.9	1491	0.1027091	SY
epsJ	EsbE_18-Q3-R3-47_BAT3C.110_01940	EsbE_18-Q3-R3-47_BAT3C.110	1940	22.553	235	167	9	6	227	416	648	2.98e-30	127	tig00003018-10-2661380	142695	145289	-	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA2192;g__;s__	ESV1266.1490;tax=d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Syntrophobacterales,f:Syntrophaceae,g:midas_g_134,s:midas_s_1266;	98.6	1492	JQ668578.1.1572 Bacteria;Desulfobacterota;Syntrophia;Syntrophales;uncultured;uncultured bacterium	98	1567	0.13505146	SY
epsJ	EsbE_18-Q3-R3-47_BAT3C.110_02979	EsbE_18-Q3-R3-47_BAT3C.110	2979	34.677	124	79	2	5	126	3	126	2.13e-49	168	tig00019446-10-685040	24251	24751	+	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA2192;g__;s__	ESV1266.1490;tax=d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Syntrophobacterales,f:Syntrophaceae,g:midas_g_134,s:midas_s_1266;	98.6	1492	JQ668578.1.1572 Bacteria;Desulfobacterota;Syntrophia;Syntrophales;uncultured;uncultured bacterium	98	1567	0.13505146	SY
epsH	EsbE_18-Q3-R3-47_BAT3C.110_03013	EsbE_18-Q3-R3-47_BAT3C.110	3013	21.141	298	219	8	4	299	78	361	1.52e-23	105	tig00019446-10-685040	62255	63433	+	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA2192;g__;s__	ESV1266.1490;tax=d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Syntrophobacterales,f:Syntrophaceae,g:midas_g_134,s:midas_s_1266;	98.6	1492	JQ668578.1.1572 Bacteria;Desulfobacterota;Syntrophia;Syntrophales;uncultured;uncultured bacterium	98	1567	0.13505146	SY
epsJ	EsbE_18-Q3-R3-47_BAT3C.118_01127	EsbE_18-Q3-R3-47_BAT3C.118	1127	20.807	322	234	10	1	318	6	310	5.95e-47	167	tig00000363-10-15401790	1282062	1283087	+	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__2013-40CM-41-45;g__;s__	ESV402.1445;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Sphingobacteriales,f:AKYH767,g:midas_g_300,s:midas_s_364;	99.5	1445	FPLL01005967.15.1517 Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;AKYH767;metagenome	98.4	1503	NA	SY
epsJ	EsbE_18-Q3-R3-47_BAT3C.118_01129	EsbE_18-Q3-R3-47_BAT3C.118	1129	23.077	260	182	6	3	259	4	248	3.22e-39	146	tig00000363-10-15401790	1284217	1285119	+	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__2013-40CM-41-45;g__;s__	ESV402.1445;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Sphingobacteriales,f:AKYH767,g:midas_g_300,s:midas_s_364;	99.5	1445	FPLL01005967.15.1517 Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;AKYH767;metagenome	98.4	1503	NA	SY
epsJ	EsbE_18-Q3-R3-47_BAT3C.118_01176	EsbE_18-Q3-R3-47_BAT3C.118	1176	21.591	88	67	1	156	241	4	91	2.95e-11	67.5	tig00000363-10-15401790	1334024	1334605	-	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__2013-40CM-41-45;g__;s__	ESV402.1445;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Sphingobacteriales,f:AKYH767,g:midas_g_300,s:midas_s_364;	99.5	1445	FPLL01005967.15.1517 Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;AKYH767;metagenome	98.4	1503	NA	SY
