Query_label	Target_label	ID	ProkkaNO	Percent_identity	align_length	mismatch	gap_opens	start_query	end_query	start_target	end_target	E_value	Bit score	seqname	start	end	strand	GTDBTax	MiDAS3_6Tax	MIdentity	MAlnLgth	SILVA138Tax	SIdentity	SAlnLgth	max_abund	Function
bcsCII	Aved_18-Q3-R54-62_BATAC.570_01688	Aved_18-Q3-R54-62_BATAC.570	1688	20.803	274	200	3	181	441	7	276	5.55e-10	69.6	tig00005509-10-6448800	456032	457435	+	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Hydrogenophilaceae;g__UBA3361;s__	ESV2315.1449;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Hydrogenophilaceae,g:midas_g_1040,s:midas_s_1040;	99.9	1449	FJ660557.1.1488 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Hydrogenophilaceae;uncultured;uncultured bacterium	99.6	1488	0.086518064	Export
bcsCII	Aved_18-Q3-R54-62_BATAC.601_03351	Aved_18-Q3-R54-62_BATAC.601	3351	20.578	277	199	7	361	631	521	782	2.71e-21	107	tig00019310-10-1426190	23693	26125	+	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__OLB17;s__	ESV1248.1444;tax=d:Bacteria,p:Acidobacteria,c:Blastocatellia_Subgroup_4,o:Blastocatellales,f:Blastocatellaceae,g:Stenotrophobacter,s:midas_s_1188;	99.9	1444	DQ521486.1.1443 Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;Stenotrophobacter;uncultured bacterium	97.6	1443	NA	Export
bcsY	Aved_18-Q3-R54-62_BATAC.616_02235	Aved_18-Q3-R54-62_BATAC.616	2235	24.621	264	182	6	43	290	1	263	3.02e-33	132	tig00013471-10-2140040	14034	15038	-	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__GCA-2699445;g__;s__	ESV625.1445;tax=d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Propionibacteriales,f:Nocardioidaceae,g:Nocardioides,s:midas_s_625;	93.1	1451	CP015079.2187773.2189286 Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides dokdonensis FR1436	92.5	1523	0.16540223	MOD
bcsY	Aved_18-Q3-R54-62_BATAC.616_02236	Aved_18-Q3-R54-62_BATAC.616	2236	27.321	377	244	11	27	378	5	376	1.04e-65	224	tig00013471-10-2140040	15132	16940	-	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__GCA-2699445;g__;s__	ESV625.1445;tax=d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Propionibacteriales,f:Nocardioidaceae,g:Nocardioides,s:midas_s_625;	93.1	1451	CP015079.2187773.2189286 Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides dokdonensis FR1436	92.5	1523	0.16540223	MOD
bcsY	Aved_18-Q3-R54-62_BATAC.616_03204	Aved_18-Q3-R54-62_BATAC.616	3204	23.913	368	248	10	12	348	7	373	8.45e-69	233	tig00376556-10-1946930	78537	80420	-	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__GCA-2699445;g__;s__	ESV625.1445;tax=d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Propionibacteriales,f:Nocardioidaceae,g:Nocardioides,s:midas_s_625;	93.1	1451	CP015079.2187773.2189286 Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides dokdonensis FR1436	92.5	1523	0.16540223	MOD
bcsCII	Aved_18-Q3-R54-62_BATAC.626_00066	Aved_18-Q3-R54-62_BATAC.626	66	20.803	274	195	6	623	882	19	284	2.25e-05	54.5	tig00004848-10-6199130	74196	75254	+	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__	ESV597.1445;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Flavobacteriales,f:NS9_marine_group,g:midas_g_225,s:midas_s_597;	99.9	1445	DQ640656.1.1389 Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;NS9 marine group;uncultured Bacteroidetes bacterium	98.9	1395	0.30472198	Export
bcsABII-A	Aved_18-Q3-R54-62_BATAC.626_00441	Aved_18-Q3-R54-62_BATAC.626	441	20.27	370	263	10	147	502	3	354	3.58e-34	141	tig00004848-10-6199130	470681	471745	+	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__	ESV597.1445;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Flavobacteriales,f:NS9_marine_group,g:midas_g_225,s:midas_s_597;	99.9	1445	DQ640656.1.1389 Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;NS9 marine group;uncultured Bacteroidetes bacterium	98.9	1395	0.30472198	SY
bcsCII	Aved_18-Q3-R54-62_BATAC.626_02352	Aved_18-Q3-R54-62_BATAC.626	2352	20.376	319	231	6	334	637	336	646	1.73e-17	94.6	tig00009845-10-3095900	120152	122119	-	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__	ESV597.1445;tax=d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Flavobacteriales,f:NS9_marine_group,g:midas_g_225,s:midas_s_597;	99.9	1445	DQ640656.1.1389 Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;NS9 marine group;uncultured Bacteroidetes bacterium	98.9	1395	0.30472198	Export
bcsY	Aved_18-Q3-R54-62_BATAC.645_sub_02367	Aved_18-Q3-R54-62_BATAC.645_sub	2367	22.611	314	236	4	76	384	18	329	6.44e-52	182	tig00376334-10-868760	84302	85414	-	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Agitococcus;s__Agitococcus sp002333125	ESV3170.1447;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Agitococcus_lubricus_group,s:midas_s_3170;	99.5	1447	FPLP01000341.9.1513 Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;[Agitococcus] lubricus group;metagenome	98.7	1506	NA	MOD
bcsY	Aved_18-Q3-R54-62_BATAC.645_sub_02821	Aved_18-Q3-R54-62_BATAC.645_sub	2821	24.176	91	57	2	29	107	17	107	5.33e-07	54.1	tig01608697-10-2107820	39747	40139	-	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Agitococcus;s__Agitococcus sp002333125	ESV3170.1447;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Agitococcus_lubricus_group,s:midas_s_3170;	99.5	1447	FPLP01000341.9.1513 Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;[Agitococcus] lubricus group;metagenome	98.7	1506	NA	MOD
bcsY	Aved_18-Q3-R54-62_BATAC.765_00183	Aved_18-Q3-R54-62_BATAC.765	183	22.105	380	246	8	26	363	20	391	9.37e-52	182	tig00002839-10-10020910	203424	204599	-	d__Bacteria;p__AABM5-125-24;c__;o__;f__;g__;s__	ESV4727.1446;tax=d:Bacteria,p:Fibrobacteres,c:Chitinivibrionia,o:midas_o_1477,f:midas_f_1477,g:midas_g_1477,s:midas_s_4727;	83.6	1453	JF828742.1.1486 Bacteria;Fibrobacterota;Chitinivibrionia;uncultured;uncultured bacterium	83.6	1496	0.06759051	MOD
bcsCII	Aved_18-Q3-R54-62_BATAC.767_02118	Aved_18-Q3-R54-62_BATAC.767	2118	20.506	356	249	8	298	646	344	672	9.67e-16	88.8	tig00373182-10-29166260	1764252	1766279	+	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Ardenticatenales;f__;g__;s__	ESV1676.1410;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:SBR1031,f:midas_f_119,g:midas_g_1676,s:midas_s_1676;	99.8	1411	FPLP01006585.16.1483 Bacteria;Chloroflexi;Anaerolineae;SBR1031;metagenome	99	1469	0.3136939	Export
bcsCII	Aved_18-Q3-R54-62_BATAC.767_02507	Aved_18-Q3-R54-62_BATAC.767	2507	20.101	796	596	16	89	875	1297	2061	7.64e-24	116	tig00373182-10-29166260	2323160	2329597	+	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Ardenticatenales;f__;g__;s__	ESV1676.1410;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:SBR1031,f:midas_f_119,g:midas_g_1676,s:midas_s_1676;	99.8	1411	FPLP01006585.16.1483 Bacteria;Chloroflexi;Anaerolineae;SBR1031;metagenome	99	1469	0.3136939	Export
bcsABII-A	Aved_18-Q3-R54-62_BATAC.767_02570	Aved_18-Q3-R54-62_BATAC.767	2570	20.561	428	302	13	98	495	14	433	1.01e-70	253	tig00373182-10-29166260	2413712	2415280	-	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Ardenticatenales;f__;g__;s__	ESV1676.1410;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:SBR1031,f:midas_f_119,g:midas_g_1676,s:midas_s_1676;	99.8	1411	FPLP01006585.16.1483 Bacteria;Chloroflexi;Anaerolineae;SBR1031;metagenome	99	1469	0.3136939	SY
bcsABII-A	Aved_18-Q3-R54-62_BATAC.785_01743	Aved_18-Q3-R54-62_BATAC.785	1743	25.305	328	210	13	114	421	18	330	7.37e-11	72.8	tig00373907-10-8844710	83153	84607	+	d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__Kapabacteriaceae;g__UBA10438;s__UBA10438 sp002426145	ESV428.1409;tax=d:Bacteria,p:Bacteroidetes,c:Ignavibacteria,o:OPB56,f:midas_f_428,g:midas_g_428,s:midas_s_428;	100	1409	FPLP01012358.2.1414 Bacteria;Bacteroidota;Kapabacteria;Kapabacteriales;metagenome	99.7	1413	NA	SY
bcsABII-A	Aved_18-Q3-R54-62_BATAC.843_00081	Aved_18-Q3-R54-62_BATAC.843	81	20.588	306	224	8	103	402	10	302	7.23e-16	87.5	tig00000726-10-21197290	108888	110060	+	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	ESV395.1432;tax=d:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:midas_g_395,s:midas_s_395;	100	1432	FPLP01000356.16.1505 Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured;metagenome	99.9	1490	1.089386	SY
bcsCII	Aved_18-Q3-R54-62_BATAC.843_00262	Aved_18-Q3-R54-62_BATAC.843	262	23.077	377	258	3	184	543	71	432	2.89e-10	70.3	tig00000726-10-21197290	307664	308962	-	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	ESV395.1432;tax=d:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:midas_g_395,s:midas_s_395;	100	1432	FPLP01000356.16.1505 Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured;metagenome	99.9	1490	1.089386	Export
bcsCII	Aved_18-Q3-R54-62_BATAC.843_00325	Aved_18-Q3-R54-62_BATAC.843	325	20.779	462	335	6	415	869	5	442	6.6e-21	105	tig00000726-10-21197290	379970	382054	+	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	ESV395.1432;tax=d:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:midas_g_395,s:midas_s_395;	100	1432	FPLP01000356.16.1505 Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured;metagenome	99.9	1490	1.089386	Export
bcsCII	Aved_18-Q3-R54-62_BATAC.843_00327	Aved_18-Q3-R54-62_BATAC.843	327	20.533	375	270	7	518	890	13	361	1.44e-15	88.4	tig00000726-10-21197290	383562	385664	+	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	ESV395.1432;tax=d:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:midas_g_395,s:midas_s_395;	100	1432	FPLP01000356.16.1505 Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured;metagenome	99.9	1490	1.089386	Export
bcsCII	Aved_18-Q3-R54-62_BATAC.843_00830	Aved_18-Q3-R54-62_BATAC.843	830	20.144	278	209	4	413	684	7	277	0.00084	49.2	tig00000726-10-21197290	908550	909383	+	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	ESV395.1432;tax=d:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:midas_g_395,s:midas_s_395;	100	1432	FPLP01000356.16.1505 Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured;metagenome	99.9	1490	1.089386	Export
bcsCII	Aved_18-Q3-R54-62_BATAC.843_01720	Aved_18-Q3-R54-62_BATAC.843	1720	21.392	388	287	8	139	514	130	511	3.98e-06	57.6	tig00000726-10-21197290	1801405	1803366	+	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	ESV395.1432;tax=d:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:midas_g_395,s:midas_s_395;	100	1432	FPLP01000356.16.1505 Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured;metagenome	99.9	1490	1.089386	Export
bcsCII	Aved_18-Q3-R54-62_BATAC.843_02490	Aved_18-Q3-R54-62_BATAC.843	2490	23.759	282	199	4	341	622	486	751	4.75e-12	77.3	tig00002169-10-10003750	496151	498538	-	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	ESV395.1432;tax=d:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:midas_g_395,s:midas_s_395;	100	1432	FPLP01000356.16.1505 Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured;metagenome	99.9	1490	1.089386	Export
bcsCII	Aved_18-Q3-R54-62_BATAC.843_03480	Aved_18-Q3-R54-62_BATAC.843	3480	20.624	577	387	13	100	639	465	1007	2.19e-09	68.8	tig00017069-10-227270	9095	12898	+	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	ESV395.1432;tax=d:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:midas_g_395,s:midas_s_395;	100	1432	FPLP01000356.16.1505 Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured;metagenome	99.9	1490	1.089386	Export
bcsABII-A	Aved_18-Q3-R54-62_BATAC.843_03739	Aved_18-Q3-R54-62_BATAC.843	3739	20.134	447	305	14	63	485	1	419	1.04e-54	208	tig00374427-10-7074740	186838	188613	-	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	ESV395.1432;tax=d:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:midas_g_395,s:midas_s_395;	100	1432	FPLP01000356.16.1505 Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured;metagenome	99.9	1490	1.089386	SY
bcsCII	Aved_18-Q3-R54-62_BATAC.843_03813	Aved_18-Q3-R54-62_BATAC.843	3813	20.168	357	281	2	399	755	30	382	1.4e-11	75	tig00374427-10-7074740	267533	269002	+	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	ESV395.1432;tax=d:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:midas_g_395,s:midas_s_395;	100	1432	FPLP01000356.16.1505 Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured;metagenome	99.9	1490	1.089386	Export
bcsCII	Aved_18-Q3-R54-62_BATAC.851_00581	Aved_18-Q3-R54-62_BATAC.851	581	20.857	350	249	7	275	613	100	432	6.54e-14	82.3	tig00002369-10-11437170	690593	692023	-	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__;g__;s__	ESV2551.1452;tax=d:Bacteria,p:Acidobacteria,c:Blastocatellia_Subgroup_4,o:11-24,f:midas_f_1424,g:midas_g_1424,s:midas_s_1424;	97.9	1452	FPLM01008826.16.1524 Bacteria;Acidobacteriota;Blastocatellia;11-24;metagenome	97.5	1510	NA	Export
bcsCII	Aved_18-Q3-R54-62_BATAC.851_02001	Aved_18-Q3-R54-62_BATAC.851	2001	20.328	305	235	4	341	643	37	335	1.78e-19	97.3	tig00003384-10-9043420	256364	257371	+	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__;g__;s__	ESV2551.1452;tax=d:Bacteria,p:Acidobacteria,c:Blastocatellia_Subgroup_4,o:11-24,f:midas_f_1424,g:midas_g_1424,s:midas_s_1424;	97.9	1452	FPLM01008826.16.1524 Bacteria;Acidobacteriota;Blastocatellia;11-24;metagenome	97.5	1510	NA	Export
bcsY	Aved_18-Q3-R54-62_BATAC.851_02797	Aved_18-Q3-R54-62_BATAC.851	2797	30.693	101	66	2	27	124	32	131	1.38e-16	81.9	tig00003571-10-6372010	227025	227489	-	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__;g__;s__	ESV2551.1452;tax=d:Bacteria,p:Acidobacteria,c:Blastocatellia_Subgroup_4,o:11-24,f:midas_f_1424,g:midas_g_1424,s:midas_s_1424;	97.9	1452	FPLM01008826.16.1524 Bacteria;Acidobacteriota;Blastocatellia;11-24;metagenome	97.5	1510	NA	MOD
bcsCII	Aved_18-Q3-R54-62_BATAC.851_03573	Aved_18-Q3-R54-62_BATAC.851	3573	21.094	256	191	4	400	655	18	262	6.19e-08	63	tig00005012-10-6570710	517200	518558	+	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__;g__;s__	ESV2551.1452;tax=d:Bacteria,p:Acidobacteria,c:Blastocatellia_Subgroup_4,o:11-24,f:midas_f_1424,g:midas_g_1424,s:midas_s_1424;	97.9	1452	FPLM01008826.16.1524 Bacteria;Acidobacteriota;Blastocatellia;11-24;metagenome	97.5	1510	NA	Export
bcsCII	Aved_18-Q3-R54-62_MAXAC.010_02082	Aved_18-Q3-R54-62_MAXAC.010	2082	20.803	274	208	3	453	726	132	396	0.000126	52.2	tig00373238-10-3551710	331153	332346	+	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__	ESV81.1451;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Burkholderiaceae,g:Leptothrix,s:midas_s_81;	100	1451	FPLP01003697.16.1524 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Leptothrix;metagenome	99.9	1509	NA	Export
bcsCII	Aved_18-Q3-R54-62_MAXAC.010_02136	Aved_18-Q3-R54-62_MAXAC.010	2136	23.256	301	212	4	328	627	17	299	7.99e-24	112	tig00373238-10-1128560	28515	29894	+	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__	ESV81.1451;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Burkholderiaceae,g:Leptothrix,s:midas_s_81;	100	1451	FPLP01003697.16.1524 Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Leptothrix;metagenome	99.9	1509	NA	Export
bcsABII-A	Aved_18-Q3-R54-62_MAXAC.030_00257	Aved_18-Q3-R54-62_MAXAC.030	257	20.359	334	250	5	95	417	1	329	2.9e-66	239	tig00003743-10-8495040	261795	263303	+	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__B-1AR;g__UBA2330;s__	ESV73.1442;tax=d:Bacteria,p:Bacteroidetes,c:Ignavibacteria,o:SJA-28,f:midas_f_31,g:midas_g_31,s:midas_s_31;	100	1442	FPLP01006939.12.1511 Bacteria;Bacteroidota;SJA-28;metagenome	99.8	1500	NA	SY
bcsY	Aved_18-Q3-R54-62_MAXAC.057_sub_00478	Aved_18-Q3-R54-62_MAXAC.057_sub	478	27.397	365	252	7	26	378	4	367	1.39e-95	304	tig00006589-10-5149510	477920	479902	-	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__OLB14;s__	ESV6664.1432;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Anaerolineales,f:Anaerolineaceae,g:Ca_Villigracilis,s:midas_s_6664;	99.9	1432	KJ807881.1.1474 Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;uncultured bacterium	99.6	1474	NA	MOD
bcsY	Aved_18-Q3-R54-62_MAXAC.057_sub_00479	Aved_18-Q3-R54-62_MAXAC.057_sub	479	28.338	367	247	7	25	379	3	365	3.22e-94	300	tig00006589-10-5149510	479987	481963	-	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__OLB14;s__	ESV6664.1432;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Anaerolineales,f:Anaerolineaceae,g:Ca_Villigracilis,s:midas_s_6664;	99.9	1432	KJ807881.1.1474 Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;uncultured bacterium	99.6	1474	NA	MOD
bcsABII-A	Aved_18-Q3-R54-62_MAXAC.057_sub_00767	Aved_18-Q3-R54-62_MAXAC.057_sub	767	20.181	332	230	13	142	463	1	307	2.46e-22	105	tig00008175-10-2714380	81792	82799	+	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__OLB14;s__	ESV6664.1432;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Anaerolineales,f:Anaerolineaceae,g:Ca_Villigracilis,s:midas_s_6664;	99.9	1432	KJ807881.1.1474 Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;uncultured bacterium	99.6	1474	NA	SY
bcsY	Aved_18-Q3-R54-62_MAXAC.057_sub_02574	Aved_18-Q3-R54-62_MAXAC.057_sub	2574	20.621	354	233	8	31	352	7	344	2.09e-24	108	tig00028372-10-895060	22267	23307	-	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__OLB14;s__	ESV6664.1432;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Anaerolineales,f:Anaerolineaceae,g:Ca_Villigracilis,s:midas_s_6664;	99.9	1432	KJ807881.1.1474 Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;uncultured bacterium	99.6	1474	NA	MOD
bcsCII	Aved_18-Q3-R54-62_MAXAC.060_00017	Aved_18-Q3-R54-62_MAXAC.060	17	21.07	299	226	4	112	409	4	293	9.3e-07	58.4	tig00006468-10-5451670	16756	17664	-	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__;s__	ESV6040.1479;tax=d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Sandaracinaceae,g:midas_g_4851,s:midas_s_4851;	99.8	1479	FN827194.1.1480 Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;uncultured;uncultured bacterium	95	1483	NA	Export
bcsCII	Aved_18-Q3-R54-62_MAXAC.060_00186	Aved_18-Q3-R54-62_MAXAC.060	186	20.273	587	422	8	298	882	1	543	6.41e-41	169	tig00006468-10-5451670	200553	203054	-	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__;s__	ESV6040.1479;tax=d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Sandaracinaceae,g:midas_g_4851,s:midas_s_4851;	99.8	1479	FN827194.1.1480 Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;uncultured;uncultured bacterium	95	1483	NA	Export
bcsABII-A	Aved_18-Q3-R54-62_MAXAC.060_00264	Aved_18-Q3-R54-62_MAXAC.060	264	20.404	495	351	14	103	571	7	484	5.44e-96	324	tig00006468-10-5451670	282601	284055	-	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__;s__	ESV6040.1479;tax=d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Sandaracinaceae,g:midas_g_4851,s:midas_s_4851;	99.8	1479	FN827194.1.1480 Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;uncultured;uncultured bacterium	95	1483	NA	SY
bcsCII	Aved_18-Q3-R54-62_MAXAC.060_02960	Aved_18-Q3-R54-62_MAXAC.060	2960	20.906	287	222	3	423	709	60	341	6.94e-23	108	tig00015173-10-2458030	95813	96901	-	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__;s__	ESV6040.1479;tax=d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Sandaracinaceae,g:midas_g_4851,s:midas_s_4851;	99.8	1479	FN827194.1.1480 Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;uncultured;uncultured bacterium	95	1483	NA	Export
bcsCII	Aved_18-Q3-R54-62_MAXAC.060_03040	Aved_18-Q3-R54-62_MAXAC.060	3040	20.795	327	245	5	347	661	45	369	3.96e-13	78.8	tig00015173-10-2458030	189314	190468	-	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__;s__	ESV6040.1479;tax=d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Sandaracinaceae,g:midas_g_4851,s:midas_s_4851;	99.8	1479	FN827194.1.1480 Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;uncultured;uncultured bacterium	95	1483	NA	Export
